date,time,Fv [kN],Fv std,Fv min,Fv max
2019-07-26,19:46:52,6.298,0.036,6.188,6.414
2019-07-26,19:46:53,6.292,0.036,6.153,6.423
2019-07-26,19:46:54,6.292,0.034,6.177,6.419
2019-07-26,19:46:55,6.262,0.037,6.15,6.405
2019-07-26,19:46:56,6.248,0.038,6.124,6.376
2019-07-26,19:46:57,6.254,0.048,5.771,7.319
2019-07-26,19:46:58,6.222,0.037,6.1,6.334
2019-07-26,19:46:59,6.226,0.034,6.096,6.329
2019-07-26,19:47:00,6.222,0.04,6.094,6.357
2019-07-26,19:47:01,6.234,0.034,6.099,6.338
2019-07-26,19:47:02,6.165,0.038,6.032,6.313
2019-07-26,19:47:03,6.215,0.041,6.078,6.367
2019-07-26,19:47:04,6.226,0.039,6.087,6.382
2019-07-26,19:47:05,6.216,0.037,6.1,6.339
2019-07-26,19:47:06,6.219,0.041,6.082,6.343
2019-07-26,19:47:07,6.209,0.038,6.083,6.328
2019-07-26,19:47:08,6.206,0.035,6.086,6.305
2019-07-26,19:47:09,6.22,0.035,6.105,6.321
2019-07-26,19:47:10,6.203,0.037,6.083,6.325
2019-07-26,19:47:11,6.187,0.038,6.067,6.296
2019-07-26,19:47:12,6.19,0.035,6.064,6.309
2019-07-26,19:47:13,6.218,0.036,6.094,6.352
2019-07-26,19:47:14,6.211,0.04,6.063,6.332
2019-07-26,19:47:15,6.198,0.039,6.066,6.351
2019-07-26,19:47:16,6.163,0.038,6.058,6.283
2019-07-26,19:47:17,6.167,0.037,6.037,6.296
2019-07-26,19:47:18,6.184,0.039,6.034,6.332
2019-07-26,19:47:19,6.207,0.038,6.063,6.328
2019-07-26,19:47:20,6.157,0.037,6.035,6.293
2019-07-26,19:47:21,6.152,0.04,6.031,6.302
2019-07-26,19:47:22,6.165,0.037,6.022,6.299
2019-07-26,19:47:23,6.18,0.037,6.07,6.311
2019-07-26,19:47:24,6.175,0.041,6.039,6.317
2019-07-26,19:47:25,6.193,0.04,6.05,6.333
2019-07-26,19:47:26,6.189,0.038,6.084,6.328
2019-07-26,19:47:27,6.212,0.038,6.072,6.354
2019-07-26,19:47:28,6.21,0.036,6.083,6.323
2019-07-26,19:47:29,6.192,0.037,6.05,6.322
2019-07-26,19:47:30,6.161,0.036,6.033,6.265
2019-07-26,19:47:31,6.185,0.037,6.028,6.304
2019-07-26,19:47:32,6.198,0.041,6.071,6.313
2019-07-26,19:47:33,6.156,0.037,6.006,6.309
2019-07-26,19:47:34,6.152,0.037,6.053,6.278
2019-07-26,19:47:35,6.16,0.038,6.028,6.297
2019-07-26,19:47:36,6.159,0.037,5.998,6.287
2019-07-26,19:47:37,6.192,0.035,6.066,6.299
2019-07-26,19:47:38,6.161,0.04,6.035,6.309
2019-07-26,19:47:39,6.156,0.038,6.03,6.289
2019-07-26,19:47:40,6.154,0.038,6.022,6.289
2019-07-26,19:47:41,6.143,0.039,6.014,6.26
