date,time,Fv [kN],Fv std,Fv min,Fv max
2019-07-02,01:26:52,10.572,0.059,10.359,10.885
2019-07-02,01:26:53,10.57,0.057,10.352,10.799
2019-07-02,01:26:54,10.601,0.067,10.356,10.852
2019-07-02,01:26:55,10.643,0.061,10.388,10.866
2019-07-02,01:26:56,10.64,0.058,10.421,10.951
2019-07-02,01:26:57,10.634,0.058,10.422,10.848
2019-07-02,01:26:58,10.634,0.059,10.432,10.867
2019-07-02,01:26:59,10.64,0.056,10.404,10.852
2019-07-02,01:27:00,10.657,0.066,10.447,10.95
2019-07-02,01:27:01,10.689,0.059,10.446,10.91
2019-07-02,01:27:02,10.708,0.112,7.653,18.357
2019-07-02,01:27:03,10.78,0.058,10.583,10.989
2019-07-02,01:27:04,10.811,0.058,10.584,11.019
2019-07-02,01:27:05,10.844,0.06,10.596,11.06
2019-07-02,01:27:06,10.873,0.058,10.654,11.085
2019-07-02,01:27:07,10.926,0.072,10.677,11.159
2019-07-02,01:27:08,10.969,0.057,10.675,11.169
2019-07-02,01:27:09,10.99,0.058,10.712,11.269
2019-07-02,01:27:10,10.995,0.058,10.78,11.183
2019-07-02,01:27:11,10.998,0.057,10.778,11.217
2019-07-02,01:27:12,10.977,0.057,10.742,11.186
2019-07-02,01:27:13,10.993,0.063,10.749,11.213
2019-07-02,01:27:14,11.021,0.057,10.747,11.223
2019-07-02,01:27:15,11.042,0.064,10.788,11.272
2019-07-02,01:27:16,11.076,0.061,10.827,11.316
2019-07-02,01:27:17,11.101,0.057,10.854,11.343
2019-07-02,01:27:18,11.121,0.06,10.93,11.32
2019-07-02,01:27:19,11.188,0.057,10.966,11.429
2019-07-02,01:27:20,11.227,0.058,11.006,11.428
2019-07-02,01:27:21,11.294,0.06,11.057,11.523
2019-07-02,01:27:22,11.34,0.057,11.067,11.583
2019-07-02,01:27:23,11.404,0.058,11.175,11.687
2019-07-02,01:27:24,11.44,0.062,11.213,11.69
2019-07-02,01:27:25,11.488,0.06,11.269,11.712
2019-07-02,01:27:26,11.515,0.062,11.291,11.797
2019-07-02,01:27:27,11.541,0.058,11.319,11.753
2019-07-02,01:27:28,11.586,0.058,11.361,11.82
2019-07-02,01:27:29,11.582,0.059,11.344,11.783
2019-07-02,01:27:30,11.569,0.058,11.347,11.774
2019-07-02,01:27:31,11.564,0.06,11.361,11.818
2019-07-02,01:27:32,11.558,0.059,11.324,11.811
2019-07-02,01:27:33,11.564,0.059,11.342,11.794
2019-07-02,01:27:34,11.548,0.058,11.331,11.75
2019-07-02,01:27:35,11.561,0.06,11.34,11.795
2019-07-02,01:27:36,11.588,0.066,11.372,11.83
2019-07-02,01:27:37,11.66,0.058,11.408,11.906
2019-07-02,01:27:38,11.693,0.059,11.453,11.906
2019-07-02,01:27:39,11.674,0.056,11.476,11.897
2019-07-02,01:27:40,11.673,0.059,11.457,11.91
2019-07-02,01:27:41,11.702,0.059,11.501,11.915
2019-07-02,01:27:42,11.678,0.061,11.437,11.909
2019-07-02,01:27:43,11.627,0.069,11.388,11.898
2019-07-02,01:27:44,11.611,0.059,11.399,11.813
2019-07-02,01:27:45,11.581,0.059,11.389,11.822
2019-07-02,01:27:46,11.559,0.062,11.347,11.773
2019-07-02,01:27:47,11.568,0.064,11.292,11.801
2019-07-02,01:27:48,11.531,0.063,11.25,11.764
2019-07-02,01:27:49,11.53,0.058,11.323,11.767
2019-07-02,01:27:50,11.532,0.056,11.274,11.758
2019-07-02,01:27:51,11.507,0.064,11.245,11.716
2019-07-02,01:27:52,11.536,0.061,11.282,11.762
2019-07-02,01:27:53,11.532,0.057,11.307,11.753
2019-07-02,01:27:54,11.546,0.062,11.273,11.849
2019-07-02,01:27:55,11.537,0.066,11.301,11.783
2019-07-02,01:27:56,11.48,0.073,11.249,11.764
2019-07-02,01:27:57,11.468,0.063,11.191,11.69
2019-07-02,01:27:58,11.439,0.064,11.206,11.657
2019-07-02,01:27:59,11.412,0.078,11.129,11.74
2019-07-02,01:28:00,11.401,0.06,11.176,11.65
2019-07-02,01:28:01,11.402,0.06,11.18,11.623
2019-07-02,01:28:02,11.406,0.056,11.152,11.614
2019-07-02,01:28:03,11.386,0.065,11.117,11.643
2019-07-02,01:28:04,11.363,0.063,11.13,11.577
2019-07-02,01:28:05,11.353,0.06,11.104,11.576
2019-07-02,01:28:06,11.355,0.064,10.992,11.959
2019-07-02,01:28:07,11.354,0.058,11.121,11.551
2019-07-02,01:28:08,11.351,0.058,11.061,11.551
2019-07-02,01:28:09,11.345,0.057,11.125,11.569
2019-07-02,01:28:10,11.355,0.061,11.13,11.654
2019-07-02,01:28:11,11.341,0.058,11.086,11.577
2019-07-02,01:28:12,11.294,0.061,11.065,11.53
2019-07-02,01:28:13,11.246,0.057,11.039,11.479
