date,time,Fv [kN],Fv std,Fv min,Fv max
2019-07-03,00:50:50,13.726,0.081,13.455,14.028
2019-07-03,00:50:51,13.855,0.082,13.336,17.326
2019-07-03,00:50:52,13.976,0.091,13.68,14.288
2019-07-03,00:50:53,14.174,0.083,13.848,14.556
2019-07-03,00:50:54,14.363,0.099,13.944,14.715
2019-07-03,00:50:55,14.449,0.095,14.045,14.863
2019-07-03,00:50:56,14.361,0.104,14.028,14.797
2019-07-03,00:50:57,14.381,0.072,14.01,14.656
2019-07-03,00:50:58,14.493,0.062,14.171,14.723
2019-07-03,00:50:59,14.487,0.065,14.135,14.779
2019-07-03,00:51:00,14.524,0.071,14.192,14.836
2019-07-03,00:51:01,14.677,0.111,14.308,15.064
2019-07-03,00:51:02,15.055,0.145,14.613,15.416
2019-07-03,00:51:03,15.256,0.063,15.02,15.531
2019-07-03,00:51:04,15.278,0.079,14.958,15.554
2019-07-03,00:51:05,15.272,0.064,15.008,15.497
2019-07-03,00:51:06,15.377,0.092,15.038,15.763
2019-07-03,00:51:07,15.56,0.081,15.262,15.846
2019-07-03,00:51:08,15.506,0.081,15.149,15.793
2019-07-03,00:51:09,15.436,0.089,15.075,15.787
2019-07-03,00:51:10,15.61,0.137,15.216,15.998
2019-07-03,00:51:11,15.636,0.091,15.294,15.918
2019-07-03,00:51:12,15.477,0.068,15.198,15.721
2019-07-03,00:51:13,15.656,0.08,15.365,15.946
2019-07-03,00:51:14,15.713,0.078,15.448,16.005
2019-07-03,00:51:15,16.039,0.146,15.579,16.442
2019-07-03,00:51:16,16.237,0.087,15.897,16.564
2019-07-03,00:51:17,16.246,0.077,15.922,16.509
2019-07-03,00:51:18,16.312,0.08,16.007,16.624
2019-07-03,00:51:19,16.198,0.116,15.86,16.532
2019-07-03,00:51:20,15.952,0.089,15.578,16.224
2019-07-03,00:51:21,15.751,0.094,15.447,16.09
2019-07-03,00:51:22,15.771,0.107,15.433,16.097
2019-07-03,00:51:23,15.831,0.075,15.543,16.116
2019-07-03,00:51:24,15.82,0.074,15.501,16.133
2019-07-03,00:51:25,15.719,0.101,15.411,16.228
2019-07-03,00:51:26,15.621,0.098,15.307,15.971
2019-07-03,00:51:27,15.538,0.089,15.166,15.856
2019-07-03,00:51:28,15.658,0.069,15.388,15.901
2019-07-03,00:51:29,15.423,0.124,15.069,15.859
2019-07-03,00:51:30,15.158,0.077,14.837,15.505
2019-07-03,00:51:31,15.182,0.085,14.823,15.478
2019-07-03,00:51:32,15.32,0.071,15.089,15.592
2019-07-03,00:51:33,15.505,0.102,15.077,15.811
2019-07-03,00:51:34,15.613,0.082,15.342,15.895
2019-07-03,00:51:35,15.582,0.074,15.314,15.868
2019-07-03,00:51:36,15.468,0.09,15.131,15.794
2019-07-03,00:51:37,15.277,0.077,14.978,15.574
2019-07-03,00:51:38,15.204,0.066,14.943,15.485
2019-07-03,00:51:39,15.198,0.067,14.917,15.491
2019-07-03,00:51:40,15.279,0.076,14.942,15.555
2019-07-03,00:51:41,15.292,0.064,15.033,15.57
2019-07-03,00:51:42,15.287,0.071,14.939,15.583
2019-07-03,00:51:43,15.399,0.117,15.072,15.72
2019-07-03,00:51:44,15.868,0.178,15.398,16.316
2019-07-03,00:51:45,16.237,0.083,15.94,16.583
2019-07-03,00:51:46,16.623,0.212,16.114,17.171
2019-07-03,00:51:47,17.356,0.242,16.778,17.965
2019-07-03,00:51:48,18.053,0.154,17.618,18.442
2019-07-03,00:51:49,18.668,0.326,18.08,19.573
2019-07-03,00:51:50,20.407,0.504,19.324,21.223
2019-07-03,00:51:51,21.436,0.474,20.891,22.739
2019-07-03,00:51:52,23.0,0.235,22.361,23.788
2019-07-03,00:51:53,22.204,0.441,21.523,23.352
2019-07-03,00:51:54,21.555,0.144,21.126,22.04
2019-07-03,00:51:55,21.474,0.113,21.071,21.87
2019-07-03,00:51:56,21.199,0.493,19.351,22.311
2019-07-03,00:51:57,20.783,0.167,20.184,21.316
2019-07-03,00:51:58,20.274,0.222,19.543,20.805
2019-07-03,00:51:59,19.628,0.228,18.807,20.214
2019-07-03,00:52:00,19.169,0.207,18.444,19.808
2019-07-03,00:52:01,19.195,0.124,18.707,19.714
2019-07-03,00:52:02,18.936,0.168,18.457,19.526
2019-07-03,00:52:03,18.673,0.096,18.261,19.005
2019-07-03,00:52:04,18.605,0.091,18.233,19.037
2019-07-03,00:52:05,18.55,0.234,17.451,19.453
2019-07-03,00:52:06,18.297,0.561,16.2,20.507
2019-07-03,00:52:07,18.584,0.296,17.468,19.3
2019-07-03,00:52:08,18.761,0.136,18.244,19.112
2019-07-03,00:52:09,18.398,0.192,17.791,19.323
2019-07-03,00:52:10,18.3,0.183,17.503,19.338
2019-07-03,00:52:11,18.335,0.174,17.696,19.172
2019-07-03,00:52:12,17.849,0.171,17.37,18.502
2019-07-03,00:52:13,17.822,0.174,17.321,18.289
2019-07-03,00:52:14,18.294,0.139,17.728,18.626
2019-07-03,00:52:15,18.559,0.131,18.144,19.047
2019-07-03,00:52:16,18.406,0.175,17.856,18.916
2019-07-03,00:52:17,17.98,0.216,17.342,18.524
2019-07-03,00:52:18,17.902,0.137,17.471,18.301
2019-07-03,00:52:19,17.74,0.194,17.242,18.281
2019-07-03,00:52:20,17.537,0.118,17.191,17.932
2019-07-03,00:52:21,17.705,0.144,16.962,18.403
2019-07-03,00:52:22,18.137,0.256,17.591,18.81
2019-07-03,00:52:23,18.686,0.166,18.095,19.19
2019-07-03,00:52:24,18.504,0.201,17.682,19.437
2019-07-03,00:52:25,18.098,0.21,17.415,18.68
2019-07-03,00:52:26,17.55,0.208,16.989,18.251
2019-07-03,00:52:27,17.398,0.086,17.062,17.744
2019-07-03,00:52:28,17.351,0.075,17.049,17.629
2019-07-03,00:52:29,17.195,0.118,16.725,17.568
2019-07-03,00:52:30,16.953,0.155,16.39,17.452
2019-07-03,00:52:31,16.617,0.11,16.214,16.963
2019-07-03,00:52:32,16.475,0.109,16.147,17.001
2019-07-03,00:52:33,16.518,0.089,16.24,16.868
2019-07-03,00:52:34,16.661,0.12,16.207,17.096
2019-07-03,00:52:35,16.71,0.078,16.428,17.079
2019-07-03,00:52:36,16.648,0.15,16.181,17.562
2019-07-03,00:52:37,16.67,0.114,16.113,17.865
2019-07-03,00:52:38,16.633,0.08,16.228,16.917
2019-07-03,00:52:39,16.75,0.092,16.392,17.106
2019-07-03,00:52:40,16.676,0.113,16.343,17.19
2019-07-03,00:52:41,16.567,0.082,16.272,16.867
2019-07-03,00:52:42,16.72,0.144,16.33,17.173
2019-07-03,00:52:43,17.217,0.141,16.733,17.578
2019-07-03,00:52:44,17.389,0.074,17.042,17.684
2019-07-03,00:52:45,17.416,0.172,17.012,18.159
2019-07-03,00:52:46,19.989,1.147,17.952,22.1
2019-07-03,00:52:47,21.748,0.463,20.508,23.4
2019-07-03,00:52:48,20.681,0.277,19.717,21.468
2019-07-03,00:52:49,20.164,0.207,19.602,20.816
2019-07-03,00:52:50,19.242,0.292,18.582,20.02
2019-07-03,00:52:51,18.309,0.25,17.689,18.986
2019-07-03,00:52:52,17.471,0.23,16.939,18.187
2019-07-03,00:52:53,17.004,0.131,16.583,17.529
2019-07-03,00:52:54,16.778,0.138,16.272,17.235
2019-07-03,00:52:55,16.877,0.11,16.49,17.291
2019-07-03,00:52:56,16.56,0.235,16.07,17.3
2019-07-03,00:52:57,16.024,0.208,15.139,16.482
2019-07-03,00:52:58,15.51,0.221,14.899,16.206
2019-07-03,00:52:59,15.274,0.086,14.951,15.593
2019-07-03,00:53:00,15.03,0.104,14.66,15.332
2019-07-03,00:53:01,14.798,0.078,14.516,15.119
2019-07-03,00:53:02,14.698,0.066,14.438,14.96
2019-07-03,00:53:03,14.644,0.063,14.411,14.883
2019-07-03,00:53:04,14.515,0.076,14.161,14.801
2019-07-03,00:53:05,14.361,0.063,14.105,14.608
2019-07-03,00:53:06,15.175,1.141,14.138,18.169
2019-07-03,00:53:07,21.279,1.26,17.99,22.334
2019-07-03,00:53:08,21.482,0.46,20.504,22.521
2019-07-03,00:53:09,20.274,0.313,19.344,20.974
2019-07-03,00:53:10,19.522,0.202,19.014,20.132
2019-07-03,00:53:11,18.986,0.203,18.27,19.495
2019-07-03,00:53:12,18.202,0.276,17.485,19.659
2019-07-03,00:53:13,19.193,0.808,17.973,21.004
2019-07-03,00:53:14,22.467,0.762,20.756,23.639
2019-07-03,00:53:15,23.606,0.228,22.882,24.535
2019-07-03,00:53:16,23.202,0.241,22.412,23.769
2019-07-03,00:53:17,22.476,0.328,21.554,23.231
2019-07-03,00:53:18,21.266,0.29,20.71,22.094
2019-07-03,00:53:19,20.641,0.234,20.084,21.468
2019-07-03,00:53:20,20.099,0.189,19.463,20.798
2019-07-03,00:53:21,19.913,0.139,19.337,20.378
2019-07-03,00:53:22,19.556,0.235,18.632,20.405
2019-07-03,00:53:23,18.949,0.212,18.47,19.801
2019-07-03,00:53:24,18.425,0.187,17.928,18.954
2019-07-03,00:53:25,17.991,0.115,17.649,18.379
2019-07-03,00:53:26,17.786,0.083,17.475,18.079
2019-07-03,00:53:27,17.712,0.087,17.324,18.041
2019-07-03,00:53:28,17.857,0.261,17.458,18.732
2019-07-03,00:53:29,20.663,1.507,18.44,23.782
2019-07-03,00:53:30,26.007,1.047,23.481,27.922
2019-07-03,00:53:31,27.011,0.532,25.018,28.674
2019-07-03,00:53:32,26.537,0.476,24.631,28.217
2019-07-03,00:53:33,26.73,0.222,25.92,27.651
2019-07-03,00:53:34,26.587,0.335,25.471,28.013
2019-07-03,00:53:35,25.765,0.269,25.146,26.822
2019-07-03,00:53:36,25.301,0.226,24.466,26.132
2019-07-03,00:53:37,25.33,0.466,24.054,27.608
2019-07-03,00:53:38,26.163,0.641,24.697,27.896
2019-07-03,00:53:39,28.35,0.701,26.646,29.671
2019-07-03,00:53:40,29.663,0.321,28.912,30.9
2019-07-03,00:53:41,28.669,0.745,26.974,30.485
2019-07-03,00:53:42,27.677,0.153,27.061,28.237
2019-07-03,00:53:43,27.585,0.227,26.939,28.256
2019-07-03,00:53:44,27.013,0.207,26.175,27.467
2019-07-03,00:53:45,26.67,0.185,25.973,27.443
2019-07-03,00:53:46,26.748,0.122,26.236,27.143
2019-07-03,00:53:47,26.05,0.279,25.397,26.754
2019-07-03,00:53:48,25.715,0.12,25.186,26.113
2019-07-03,00:53:49,26.264,0.379,25.393,27.334
2019-07-03,00:53:50,28.058,0.547,26.653,29.248
2019-07-03,00:53:51,29.219,0.277,28.505,30.075
