date,time,Fv [kN],Fv std,Fv min,Fv max
2019-07-15,06:28:05,28.443,0.213,27.62,28.935
2019-07-15,06:28:06,28.298,0.211,27.776,28.869
2019-07-15,06:28:07,28.488,0.391,27.435,29.585
2019-07-15,06:28:08,28.177,0.295,27.585,29.197
2019-07-15,06:28:09,28.123,0.122,27.629,29.211
2019-07-15,06:28:10,28.17,0.195,27.583,28.842
2019-07-15,06:28:11,28.012,0.245,27.105,28.873
2019-07-15,06:28:12,27.76,0.152,27.295,28.282
2019-07-15,06:28:13,28.278,0.27,27.657,29.141
2019-07-15,06:28:14,28.616,0.385,28.067,29.758
2019-07-15,06:28:15,32.044,1.52,29.352,34.624
2019-07-15,06:28:16,35.054,0.42,34.09,36.259
2019-07-15,06:28:17,36.327,0.541,34.993,38.417
2019-07-15,06:28:18,37.013,0.431,35.73,38.175
2019-07-15,06:28:19,37.231,0.712,34.368,40.423
2019-07-15,06:28:20,37.205,0.489,35.869,38.484
2019-07-15,06:28:21,37.509,0.33,36.502,38.554
2019-07-15,06:28:22,36.078,0.63,34.577,38.272
2019-07-15,06:28:23,35.73,0.515,34.492,37.59
2019-07-15,06:28:24,35.557,0.309,34.894,36.87
2019-07-15,06:28:25,35.855,0.264,35.123,36.582
2019-07-15,06:28:26,36.135,0.383,35.05,37.725
2019-07-15,06:28:27,36.486,0.373,35.076,37.362
2019-07-15,06:28:28,37.021,0.456,35.942,38.955
2019-07-15,06:28:29,37.587,0.657,35.76,39.999
2019-07-15,06:28:30,38.707,0.646,37.069,40.211
2019-07-15,06:28:31,40.212,0.693,38.259,42.092
2019-07-15,06:28:32,43.099,0.841,41.145,45.7
2019-07-15,06:28:33,42.697,0.472,41.608,44.099
2019-07-15,06:28:34,42.882,0.385,41.736,44.038
2019-07-15,06:28:35,44.035,0.549,42.259,45.861
2019-07-15,06:28:36,44.294,0.538,42.413,45.758
2019-07-15,06:28:37,44.127,0.781,41.921,46.751
2019-07-15,06:28:38,46.173,1.313,43.495,50.343
2019-07-15,06:28:39,48.964,1.354,45.239,54.0
2019-07-15,06:28:40,49.753,2.097,41.758,57.576
2019-07-15,06:28:41,49.601,0.823,46.933,51.907
2019-07-15,06:28:42,49.636,0.901,47.203,52.269
2019-07-15,06:28:43,49.353,0.946,47.001,52.734
2019-07-15,06:28:44,50.319,1.145,46.359,53.753
2019-07-15,06:28:45,50.953,0.876,48.075,53.193
2019-07-15,06:28:46,51.417,1.068,48.349,55.11
2019-07-15,06:28:47,51.868,0.809,49.398,54.438
2019-07-15,06:28:48,51.592,0.707,49.028,53.956
2019-07-15,06:28:49,51.533,1.033,49.271,54.312
2019-07-15,06:28:50,51.742,0.85,48.82,54.547
2019-07-15,06:28:51,52.613,0.893,50.479,55.23
2019-07-15,06:28:52,51.966,0.843,49.354,55.21
2019-07-15,06:28:53,52.839,1.001,49.815,56.378
2019-07-15,06:28:54,53.302,0.933,51.0,56.321
2019-07-15,06:28:55,53.134,1.06,50.335,57.087
2019-07-15,06:28:56,52.739,1.169,48.666,56.903
2019-07-15,06:28:57,53.163,1.017,50.217,56.851
2019-07-15,06:28:58,54.372,0.982,50.988,57.173
2019-07-15,06:28:59,55.405,1.453,50.564,59.74
2019-07-15,06:29:00,55.826,1.176,52.187,58.397
2019-07-15,06:29:01,55.897,1.109,52.386,59.452
2019-07-15,06:29:02,58.343,1.283,55.465,62.027
2019-07-15,06:29:03,61.995,1.696,57.254,66.963
2019-07-15,06:29:04,66.274,2.082,59.369,73.85
2019-07-15,06:29:05,70.317,1.909,65.736,75.831
2019-07-15,06:29:06,73.316,1.105,70.665,77.022
2019-07-15,06:29:07,74.496,2.181,70.103,83.284
2019-07-15,06:29:08,77.443,1.613,71.497,82.676
2019-07-15,06:29:09,76.543,1.842,72.014,81.87
2019-07-15,06:29:10,75.405,2.079,69.736,80.531
2019-07-15,06:29:11,73.336,1.386,69.344,79.093
2019-07-15,06:29:12,72.312,1.578,68.246,77.239
2019-07-15,06:29:13,71.337,1.32,67.14,77.541
2019-07-15,06:29:14,71.318,1.267,66.786,77.518
2019-07-15,06:29:15,71.919,1.084,68.949,76.205
2019-07-15,06:29:16,73.212,2.024,66.375,79.112
2019-07-15,06:29:17,73.545,1.173,70.48,76.665
2019-07-15,06:29:18,72.417,1.414,68.659,76.472
2019-07-15,06:29:19,71.514,1.663,66.615,78.569
2019-07-15,06:29:20,71.309,1.436,66.931,76.354
2019-07-15,06:29:21,71.823,2.209,65.795,77.907
2019-07-15,06:29:22,77.169,2.025,71.531,82.272
2019-07-15,06:29:23,78.849,1.834,75.118,84.793
2019-07-15,06:29:24,81.205,1.028,78.225,84.665
2019-07-15,06:29:25,81.6,1.236,78.247,86.138
2019-07-15,06:29:26,81.575,1.098,78.591,86.364
2019-07-15,06:29:27,80.911,1.267,76.719,85.322
2019-07-15,06:29:28,80.673,0.956,77.638,85.926
2019-07-15,06:29:29,80.776,1.291,76.458,85.477
2019-07-15,06:29:30,81.904,1.035,78.411,85.103
2019-07-15,06:29:31,82.928,1.235,79.644,88.003
2019-07-15,06:29:32,82.736,1.632,78.432,87.972
2019-07-15,06:29:33,81.472,0.845,79.079,84.403
2019-07-15,06:29:34,81.609,1.422,77.667,86.13
2019-07-15,06:29:35,82.955,1.465,79.569,86.929
2019-07-15,06:29:36,81.658,1.374,78.152,86.993
2019-07-15,06:29:37,79.826,1.05,76.916,82.927
2019-07-15,06:29:38,79.262,0.969,76.146,82.324
2019-07-15,06:29:39,78.556,0.689,76.269,81.051
2019-07-15,06:29:40,77.964,1.417,73.4,82.018
2019-07-15,06:29:41,77.241,1.017,74.411,79.932
2019-07-15,06:29:42,77.64,0.992,74.145,80.822
2019-07-15,06:29:43,78.13,1.023,75.893,81.761
2019-07-15,06:29:44,77.922,0.938,75.254,80.799
2019-07-15,06:29:45,78.139,0.842,75.597,80.624
2019-07-15,06:29:46,77.53,1.104,74.613,81.443
2019-07-15,06:29:47,78.298,0.957,75.606,80.928
2019-07-15,06:29:48,79.366,1.513,72.859,84.196
2019-07-15,06:29:49,77.899,1.129,74.634,81.605
2019-07-15,06:29:50,77.7,1.095,74.915,82.421
2019-07-15,06:29:51,76.528,1.167,73.65,80.189
2019-07-15,06:29:52,76.646,1.118,73.98,82.494
2019-07-15,06:29:53,75.913,1.008,72.204,79.905
2019-07-15,06:29:54,75.858,0.867,73.748,77.955
2019-07-15,06:29:55,75.794,1.21,73.394,80.968
2019-07-15,06:29:56,76.532,1.145,73.543,79.74
2019-07-15,06:29:57,79.467,2.119,74.677,87.253
2019-07-15,06:29:58,80.757,1.785,75.747,85.734
2019-07-15,06:29:59,77.48,1.185,74.155,80.803
2019-07-15,06:30:00,76.425,1.093,73.993,80.621
2019-07-15,06:30:01,76.555,1.222,73.464,79.952
2019-07-15,06:30:02,76.047,1.242,72.494,79.606
2019-07-15,06:30:03,75.908,0.886,72.845,79.05
2019-07-15,06:30:04,76.538,0.911,73.194,79.341
2019-07-15,06:30:05,77.221,1.298,73.843,80.889
2019-07-15,06:30:06,77.274,1.17,73.769,82.4
2019-07-15,06:30:07,76.052,0.76,73.998,78.905
