date,time,Fv [kN],Fv std,Fv min,Fv max
2019-08-11,19:07:26,29.798,0.045,29.643,29.953
2019-08-11,19:07:27,29.78,0.048,29.617,29.939
2019-08-11,19:07:28,29.793,0.049,29.645,29.965
2019-08-11,19:07:29,29.809,0.044,29.645,29.943
2019-08-11,19:07:30,29.838,0.048,29.679,30.037
2019-08-11,19:07:31,29.854,0.059,29.494,31.41
2019-08-11,19:07:32,29.873,0.057,29.707,30.082
2019-08-11,19:07:33,29.817,0.047,29.647,29.963
2019-08-11,19:07:34,29.847,0.049,29.692,30.044
2019-08-11,19:07:35,29.812,0.072,29.61,30.209
2019-08-11,19:07:36,29.769,0.064,29.571,30.033
2019-08-11,19:07:37,29.733,0.047,29.562,29.875
2019-08-11,19:07:38,29.772,0.049,29.622,29.942
2019-08-11,19:07:39,29.751,0.059,29.532,29.959
2019-08-11,19:07:40,29.725,0.047,29.565,29.888
2019-08-11,19:07:41,29.744,0.048,29.582,29.947
2019-08-11,19:07:42,29.734,0.069,29.541,29.945
2019-08-11,19:07:43,29.779,0.058,29.608,29.996
2019-08-11,19:07:44,29.827,0.055,29.639,30.034
2019-08-11,19:07:45,29.851,0.051,29.695,30.012
2019-08-11,19:07:46,29.782,0.048,29.627,29.961
2019-08-11,19:07:47,29.772,0.052,29.6,29.938
2019-08-11,19:07:48,29.76,0.049,29.605,29.989
2019-08-11,19:07:49,29.736,0.044,29.604,29.878
2019-08-11,19:07:50,29.694,0.054,29.479,29.854
2019-08-11,19:07:51,29.677,0.051,29.518,29.848
2019-08-11,19:07:52,29.681,0.056,29.509,29.899
2019-08-11,19:07:53,29.702,0.056,29.544,29.93
2019-08-11,19:07:54,29.723,0.052,29.553,29.899
2019-08-11,19:07:55,29.784,0.064,29.503,30.012
2019-08-11,19:07:56,29.768,0.064,29.541,30.172
2019-08-11,19:07:57,29.721,0.056,29.533,29.915
2019-08-11,19:07:58,29.696,0.068,29.502,29.908
2019-08-11,19:07:59,29.681,0.051,29.492,29.831
2019-08-11,19:08:00,29.662,0.06,29.429,29.854
2019-08-11,19:08:01,29.727,0.066,29.517,29.986
2019-08-11,19:08:02,29.731,0.059,29.565,29.926
2019-08-11,19:08:03,29.819,0.077,29.593,30.065
2019-08-11,19:08:04,29.765,0.068,29.584,29.993
2019-08-11,19:08:05,29.71,0.052,29.545,29.891
2019-08-11,19:08:06,29.67,0.05,29.525,29.829
2019-08-11,19:08:07,29.668,0.051,29.491,29.847
2019-08-11,19:08:08,29.664,0.074,29.474,29.95
2019-08-11,19:08:09,29.678,0.047,29.538,29.845
2019-08-11,19:08:10,29.688,0.058,29.488,29.917
2019-08-11,19:08:11,29.676,0.057,29.493,29.849
2019-08-11,19:08:12,29.607,0.05,29.427,29.823
2019-08-11,19:08:13,29.585,0.062,29.398,29.83
2019-08-11,19:08:14,29.58,0.048,29.379,29.728
2019-08-11,19:08:15,29.584,0.048,29.44,29.756
2019-08-11,19:08:16,29.508,0.055,29.352,29.708
2019-08-11,19:08:17,29.456,0.049,29.306,29.625
2019-08-11,19:08:18,29.482,0.05,29.318,29.635
2019-08-11,19:08:19,29.517,0.065,29.282,29.851
2019-08-11,19:08:20,29.479,0.083,29.164,29.805
2019-08-11,19:08:21,29.441,0.066,29.176,29.659
2019-08-11,19:08:22,29.448,0.052,29.252,29.65
2019-08-11,19:08:23,29.446,0.048,29.263,29.628
2019-08-11,19:08:24,29.433,0.089,29.158,29.755
2019-08-11,19:08:25,29.437,0.111,28.993,30.097
2019-08-11,19:08:26,29.383,0.055,29.218,29.583
2019-08-11,19:08:27,29.352,0.054,29.174,29.541
2019-08-11,19:08:28,29.313,0.063,29.125,29.55
2019-08-11,19:08:29,29.338,0.066,29.153,29.56
2019-08-11,19:08:30,29.36,0.058,29.194,29.558
2019-08-11,19:08:31,29.365,0.054,29.191,29.562
2019-08-11,19:08:32,29.41,0.064,29.21,29.598
2019-08-11,19:08:33,29.392,0.066,29.054,29.643
2019-08-11,19:08:34,29.361,0.068,29.162,29.613
2019-08-11,19:08:35,29.337,0.086,29.09,29.536
2019-08-11,19:08:36,29.335,0.068,29.09,29.522
2019-08-11,19:08:37,29.285,0.071,29.065,29.546
2019-08-11,19:08:38,29.241,0.072,29.047,29.503
2019-08-11,19:08:39,29.283,0.049,29.117,29.472
2019-08-11,19:08:40,29.269,0.059,29.049,29.472
2019-08-11,19:08:41,29.244,0.06,29.066,29.425
2019-08-11,19:08:42,29.277,0.069,29.054,29.455
2019-08-11,19:08:43,29.282,0.078,29.054,29.492
2019-08-11,19:08:44,29.254,0.079,28.998,29.466
2019-08-11,19:08:45,29.204,0.088,28.909,29.484
2019-08-11,19:08:46,29.201,0.107,28.87,29.553
2019-08-11,19:08:47,29.192,0.09,28.974,29.637
2019-08-11,19:08:48,29.112,0.102,28.862,29.464
2019-08-11,19:08:49,29.082,0.088,28.826,29.38
2019-08-11,19:08:50,29.095,0.094,28.818,29.372
2019-08-11,19:08:51,29.029,0.111,28.711,29.345
2019-08-11,19:08:52,28.978,0.096,28.636,29.288
2019-08-11,19:08:53,28.951,0.091,28.646,29.256
2019-08-11,19:08:54,28.98,0.086,28.579,29.28
2019-08-11,19:08:55,29.175,5.684,28.693,53.579
2019-08-11,19:08:56,51.746,1.766,45.698,55.15
2019-08-11,19:08:57,53.819,0.961,51.39,56.425
2019-08-11,19:08:58,56.586,1.679,53.309,65.503
2019-08-11,19:08:59,61.427,1.32,56.842,64.242
2019-08-11,19:09:00,63.013,1.461,61.07,67.354
2019-08-11,19:09:01,66.618,1.69,62.777,71.416
2019-08-11,19:09:02,68.928,1.086,66.315,71.684
2019-08-11,19:09:03,81.138,5.591,70.672,96.155
2019-08-11,19:09:04,92.257,2.21,86.482,97.747
2019-08-11,19:09:05,100.163,10.135,79.458,145.061
2019-08-11,19:09:06,101.636,3.649,94.73,121.785
2019-08-11,19:09:07,99.377,3.698,91.37,130.322
